density,config,pes,adaptive_rho,solve_index,solve_ms,status,mae,admm_iterations,pcg_iterations,r_prim,r_dual
high,1024x1024_reshape4_pes40,40,1,2,231.87722000000122,1,0.00022945828,310,264,0.012354850769042969,0.00028497716994024813
high,1024x1024_reshape4_pes40,40,1,3,231.87116000008245,1,0.00022945828,310,264,0.012354850769042969,0.00028497716994024813
high,1024x1024_reshape4_pes40,40,1,4,231.8699900000638,1,0.00022945828,310,264,0.012354850769042969,0.00028497716994024813
high,1024x1024_reshape4_pes40,40,1,5,231.86540999995486,1,0.00022945828,310,264,0.012354850769042969,0.00028497716994024813
high,1024x1024_reshape4_pes50,50,0,1,257.75175000001127,1,0.000297582,330,439,0.0049860477447509766,0.0019020398613065481
high,1024x1024_reshape4_pes50,50,0,2,257.749600000011,1,0.000297582,330,439,0.0049860477447509766,0.0019020398613065481
high,1024x1024_reshape4_pes50,50,0,3,257.742119999989,1,0.000297582,330,439,0.0049860477447509766,0.0019020398613065481
high,1024x1024_reshape4_pes50,50,0,4,257.74100000001,1,0.000297582,330,439,0.0049860477447509766,0.0019020398613065481
high,1024x1024_reshape4_pes50,50,0,5,257.7395999999226,1,0.000297582,330,439,0.0049860477447509766,0.0019020398613065481
high,1024x1024_reshape4_pes50,50,1,1,233.53128999997352,1,0.00023000274,310,264,0.012392997741699219,0.00028682564152404666
high,1024x1024_reshape4_pes50,50,1,2,233.52803000000222,1,0.00023000274,310,264,0.012392997741699219,0.00028682564152404666
high,1024x1024_reshape4_pes50,50,1,3,233.51626999999553,1,0.00023000274,310,264,0.012392997741699219,0.00028682564152404666
high,1024x1024_reshape4_pes50,50,1,4,233.5185500000989,1,0.00023000274,310,264,0.012392997741699219,0.00028682564152404666
high,1024x1024_reshape4_pes50,50,1,5,233.5108400000081,1,0.00023000274,310,264,0.012392997741699219,0.00028682564152404666
high,1024x1024_reshape4_pes60,60,0,1,259.69600999997056,1,0.00027888292,330,439,0.005106449127197266,0.0014860252849757671
high,1024x1024_reshape4_pes60,60,0,2,259.6886200000199,1,0.00027888292,330,439,0.005106449127197266,0.0014860252849757671
high,1024x1024_reshape4_pes60,60,0,3,259.68430000000353,1,0.00027888292,330,439,0.005106449127197266,0.0014860252849757671
high,1024x1024_reshape4_pes60,60,0,4,259.68801000010444,1,0.00027888292,330,439,0.005106449127197266,0.0014860252849757671
high,1024x1024_reshape4_pes60,60,0,5,259.68557999999575,1,0.00027888292,330,439,0.005106449127197266,0.0014860252849757671
high,1024x1024_reshape4_pes60,60,1,1,235.1267800000869,1,0.00022896126,310,264,0.012334823608398438,0.00028397596906870604
high,1024x1024_reshape4_pes60,60,1,2,235.14111999998022,1,0.00022896126,310,264,0.012334823608398438,0.00028397596906870604
high,1024x1024_reshape4_pes60,60,1,3,235.12221999999383,1,0.00022896126,310,264,0.012334823608398438,0.00028397596906870604
high,1024x1024_reshape4_pes60,60,1,4,235.1226000000679,1,0.00022896126,310,264,0.012334823608398438,0.00028397596906870604
high,1024x1024_reshape4_pes60,60,1,5,235.12697000001026,1,0.00022896126,310,264,0.012334823608398438,0.00028397596906870604
